Month,Borough,Major Category,Minor Category,Count
201701,Hounslow,Violence Against The Person,Offensive Weapon,10
201701,Hounslow,Violence Against The Person,Other Violence,27
201701,Hounslow,Violence Against The Person,Wounding/GBH,53
201701,Islington,Burglary,Burglary In A Dwelling,86
201701,Islington,Burglary,Burglary In Other Buildings,91
201701,Islington,Criminal Damage,Criminal Damage To Dwelling,29
201701,Islington,Criminal Damage,Criminal Damage To Motor Vehicle,46
201701,Islington,Criminal Damage,Criminal Damage To Other Building,22
201701,Islington,Criminal Damage,Other Criminal Damage,51
201701,Islington,Drugs,Drug Trafficking,4
201701,Islington,Drugs,Possession Of Drugs,78
201701,Islington,Fraud & Forgery,Other Fraud & Forgery,4
201701,Islington,Other Notifiable Offences,Going Equipped,1
201701,Islington,Other Notifiable Offences,Other Notifiable,44
201701,Islington,Robbery,Business Property,5
201701,Islington,Robbery,Personal Property,70
201701,Islington,Sexual Offences,Other Sexual,34
201701,Islington,Sexual Offences,Rape,12
201701,Islington,Theft & Handling,Handling Stolen Goods,5
201701,Islington,Theft & Handling,Motor Vehicle Interference & Tampering,23
201701,Islington,Theft & Handling,Other Theft,303
201701,Islington,Theft & Handling,Theft From Motor Vehicle,159
201701,Islington,Theft & Handling,Theft From Shops,120
201701,Islington,Theft & Handling,Theft Person,385
201701,Islington,Theft & Handling,Theft/Taking Of Motor Vehicle,45
201701,Islington,Theft & Handling,Theft/Taking Of Pedal Cycle,85
201701,Islington,Violence Against The Person,Assault With Injury,119
201701,Islington,Violence Against The Person,Common Assault,167
201701,Islington,Violence Against The Person,Harassment,184
201701,Islington,Violence Against The Person,Offensive Weapon,11
201701,Islington,Violence Against The Person,Other Violence,27
201701,Islington,Violence Against The Person,Wounding/GBH,81
201701,Kensington and Chelsea,Burglary,Burglary In A Dwelling,53
201701,Kensington and Chelsea,Burglary,Burglary In Other Buildings,59
201701,Kensington and Chelsea,Criminal Damage,Criminal Damage To Dwelling,12
201701,Kensington and Chelsea,Criminal Damage,Criminal Damage To Motor Vehicle,30
201701,Kensington and Chelsea,Criminal Damage,Criminal Damage To Other Building,16
201701,Kensington and Chelsea,Criminal Damage,Other Criminal Damage,21
201701,Kensington and Chelsea,Drugs,Drug Trafficking,4
201701,Kensington and Chelsea,Drugs,Other Drugs,1
201701,Kensington and Chelsea,Drugs,Possession Of Drugs,120
201701,Kensington and Chelsea,Fraud & Forgery,Other Fraud & Forgery,8
201701,Kensington and Chelsea,Other Notifiable Offences,Going Equipped,1
201701,Kensington and Chelsea,Other Notifiable Offences,Other Notifiable,31
201701,Kensington and Chelsea,Robbery,Business Property,1
201701,Kensington and Chelsea,Robbery,Personal Property,39
201701,Kensington and Chelsea,Sexual Offences,Other Sexual,13
201701,Kensington and Chelsea,Sexual Offences,Rape,8
201701,Kensington and Chelsea,Theft & Handling,Handling Stolen Goods,4
201701,Kensington and Chelsea,Theft & Handling,Motor Vehicle Interference & Tampering,38
201701,Kensington and Chelsea,Theft & Handling,Other Theft,285
201701,Kensington and Chelsea,Theft & Handling,Theft From Motor Vehicle,153
201701,Kensington and Chelsea,Theft & Handling,Theft From Shops,122
201701,Kensington and Chelsea,Theft & Handling,Theft Person,75
201701,Kensington and Chelsea,Theft & Handling,Theft/Taking Of Motor Vehicle,62
201701,Kensington and Chelsea,Theft & Handling,Theft/Taking Of Pedal Cycle,35
201701,Kensington and Chelsea,Violence Against The Person,Assault With Injury,66
201701,Kensington and Chelsea,Violence Against The Person,Common Assault,95
201701,Kensington and Chelsea,Violence Against The Person,Harassment,118
201701,Kensington and Chelsea,Violence Against The Person,Offensive Weapon,6
201701,Kensington and Chelsea,Violence Against The Person,Other Violence,13
201701,Kensington and Chelsea,Violence Against The Person,Wounding/GBH,33
201701,Kingston upon Thames,Burglary,Burglary In A Dwelling,111
201701,Kingston upon Thames,Burglary,Burglary In Other Buildings,20
201701,Kingston upon Thames,Criminal Damage,Criminal Damage To Dwelling,13
201701,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,36
201701,Kingston upon Thames,Criminal Damage,Criminal Damage To Other Building,9
201701,Kingston upon Thames,Criminal Damage,Other Criminal Damage,22
201701,Kingston upon Thames,Drugs,Other Drugs,1
201701,Kingston upon Thames,Drugs,Possession Of Drugs,38
201701,Kingston upon Thames,Fraud & Forgery,Other Fraud & Forgery,2
201701,Kingston upon Thames,Other Notifiable Offences,Going Equipped,3
201701,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,11
201701,Kingston upon Thames,Robbery,Business Property,1
201701,Kingston upon Thames,Robbery,Personal Property,7
201701,Kingston upon Thames,Sexual Offences,Other Sexual,12
201701,Kingston upon Thames,Sexual Offences,Rape,7
201701,Kingston upon Thames,Theft & Handling,Handling Stolen Goods,3
201701,Kingston upon Thames,Theft & Handling,Motor Vehicle Interference & Tampering,21
201701,Kingston upon Thames,Theft & Handling,Other Theft,100
201701,Kingston upon Thames,Theft & Handling,Theft From Motor Vehicle,50
201701,Kingston upon Thames,Theft & Handling,Theft From Shops,72
201701,Kingston upon Thames,Theft & Handling,Theft Person,25
201701,Kingston upon Thames,Theft & Handling,Theft/Taking Of Motor Vehicle,15
201701,Kingston upon Thames,Theft & Handling,Theft/Taking Of Pedal Cycle,12
201701,Kingston upon Thames,Violence Against The Person,Assault With Injury,67
201701,Kingston upon Thames,Violence Against The Person,Common Assault,65
201701,Kingston upon Thames,Violence Against The Person,Harassment,111
201701,Kingston upon Thames,Violence Against The Person,Offensive Weapon,5
201701,Kingston upon Thames,Violence Against The Person,Other Violence,14
201701,Kingston upon Thames,Violence Against The Person,Wounding/GBH,36
201701,Lambeth,Burglary,Burglary In A Dwelling,175
201701,Lambeth,Burglary,Burglary In Other Buildings,90
201701,Lambeth,Criminal Damage,Criminal Damage To Dwelling,66
201701,Lambeth,Criminal Damage,Criminal Damage To Motor Vehicle,71
201701,Lambeth,Criminal Damage,Criminal Damage To Other Building,32
201701,Lambeth,Criminal Damage,Other Criminal Damage,58
201701,Lambeth,Drugs,Drug Trafficking,13
201701,Lambeth,Drugs,Possession Of Drugs,139
201701,Lambeth,Fraud & Forgery,Other Fraud & Forgery,6
201701,Lambeth,Other Notifiable Offences,Going Equipped,3
201701,Lambeth,Other Notifiable Offences,Other Notifiable,44
201701,Lambeth,Robbery,Business Property,7
201701,Lambeth,Robbery,Personal Property,114
201701,Lambeth,Sexual Offences,Other Sexual,40
201701,Lambeth,Sexual Offences,Rape,36
201701,Lambeth,Theft & Handling,Handling Stolen Goods,13
201701,Lambeth,Theft & Handling,Motor Vehicle Interference & Tampering,33
201701,Lambeth,Theft & Handling,Other Theft,401
201701,Lambeth,Theft & Handling,Theft From Motor Vehicle,106
201701,Lambeth,Theft & Handling,Theft From Shops,143
201701,Lambeth,Theft & Handling,Theft Person,201
201701,Lambeth,Theft & Handling,Theft/Taking Of Motor Vehicle,104
201701,Lambeth,Theft & Handling,Theft/Taking Of Pedal Cycle,78
201701,Lambeth,Violence Against The Person,Assault With Injury,186
201701,Lambeth,Violence Against The Person,Common Assault,223
201701,Lambeth,Violence Against The Person,Harassment,229
201701,Lambeth,Violence Against The Person,Offensive Weapon,28
201701,Lambeth,Violence Against The Person,Other Violence,43
201701,Lambeth,Violence Against The Person,Wounding/GBH,95
201701,Lewisham,Burglary,Burglary In A Dwelling,123
201701,Lewisham,Burglary,Burglary In Other Buildings,52
201701,Lewisham,Criminal Damage,Criminal Damage To Dwelling,52
201701,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,62
201701,Lewisham,Criminal Damage,Criminal Damage To Other Building,21
201701,Lewisham,Criminal Damage,Other Criminal Damage,53
201701,Lewisham,Drugs,Drug Trafficking,6
201701,Lewisham,Drugs,Other Drugs,1
201701,Lewisham,Drugs,Possession Of Drugs,95
201701,Lewisham,Fraud & Forgery,Other Fraud & Forgery,3
201701,Lewisham,Other Notifiable Offences,Going Equipped,1
201701,Lewisham,Other Notifiable Offences,Other Notifiable,45
201701,Lewisham,Robbery,Business Property,4
201701,Lewisham,Robbery,Personal Property,49
201701,Lewisham,Sexual Offences,Other Sexual,31
201701,Lewisham,Sexual Offences,Rape,20
201701,Lewisham,Theft & Handling,Handling Stolen Goods,5
201701,Lewisham,Theft & Handling,Motor Vehicle Interference & Tampering,28
201701,Lewisham,Theft & Handling,Other Theft,184
201701,Lewisham,Theft & Handling,Theft From Motor Vehicle,110
201701,Lewisham,Theft & Handling,Theft From Shops,94
201701,Lewisham,Theft & Handling,Theft Person,37
201701,Lewisham,Theft & Handling,Theft/Taking Of Motor Vehicle,72
201701,Lewisham,Theft & Handling,Theft/Taking Of Pedal Cycle,21
201701,Lewisham,Violence Against The Person,Assault With Injury,136
201701,Lewisham,Violence Against The Person,Common Assault,206
201701,Lewisham,Violence Against The Person,Harassment,214
201701,Lewisham,Violence Against The Person,Offensive Weapon,18
201701,Lewisham,Violence Against The Person,Other Violence,35
201701,Lewisham,Violence Against The Person,Wounding/GBH,67
201701,Merton,Burglary,Burglary In A Dwelling,125
201701,Merton,Burglary,Burglary In Other Buildings,28
201701,Merton,Criminal Damage,Criminal Damage To Dwelling,22
201701,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,39
201701,Merton,Criminal Damage,Criminal Damage To Other Building,6
201701,Merton,Criminal Damage,Other Criminal Damage,32
201701,Merton,Drugs,Drug Trafficking,3
201701,Merton,Drugs,Other Drugs,1
201701,Merton,Drugs,Possession Of Drugs,34
201701,Merton,Fraud & Forgery,Other Fraud & Forgery,4
201701,Merton,Other Notifiable Offences,Going Equipped,1
201701,Merton,Other Notifiable Offences,Other Notifiable,16
201701,Merton,Robbery,Business Property,1
201701,Merton,Robbery,Personal Property,19
201701,Merton,Sexual Offences,Other Sexual,10
201701,Merton,Sexual Offences,Rape,3
201701,Merton,Theft & Handling,Motor Vehicle Interference & Tampering,15
201701,Merton,Theft & Handling,Other Theft,130
201701,Merton,Theft & Handling,Theft From Motor Vehicle,65
201701,Merton,Theft & Handling,Theft From Shops,75
201701,Merton,Theft & Handling,Theft Person,23
201701,Merton,Theft & Handling,Theft/Taking Of Motor Vehicle,50
201701,Merton,Theft & Handling,Theft/Taking Of Pedal Cycle,24
201701,Merton,Violence Against The Person,Assault With Injury,70
201701,Merton,Violence Against The Person,Common Assault,85
201701,Merton,Violence Against The Person,Harassment,115
201701,Merton,Violence Against The Person,Offensive Weapon,6
201701,Merton,Violence Against The Person,Other Violence,14
201701,Merton,Violence Against The Person,Wounding/GBH,35
201701,Newham,Burglary,Burglary In A Dwelling,100
201701,Newham,Burglary,Burglary In Other Buildings,69
201701,Newham,Criminal Damage,Criminal Damage To Dwelling,37
201701,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,81
201701,Newham,Criminal Damage,Criminal Damage To Other Building,22
201701,Newham,Criminal Damage,Other Criminal Damage,55
201701,Newham,Drugs,Drug Trafficking,12
201701,Newham,Drugs,Possession Of Drugs,122
201701,Newham,Fraud & Forgery,Other Fraud & Forgery,5
201701,Newham,Other Notifiable Offences,Other Notifiable,45
201701,Newham,Robbery,Business Property,5
201701,Newham,Robbery,Personal Property,121
201701,Newham,Sexual Offences,Other Sexual,22
201701,Newham,Sexual Offences,Rape,23
201701,Newham,Theft & Handling,Handling Stolen Goods,4
201701,Newham,Theft & Handling,Motor Vehicle Interference & Tampering,65
201701,Newham,Theft & Handling,Other Theft,292
201701,Newham,Theft & Handling,Theft From Motor Vehicle,276
201701,Newham,Theft & Handling,Theft From Shops,191
201701,Newham,Theft & Handling,Theft Person,118
201701,Newham,Theft & Handling,Theft/Taking Of Motor Vehicle,137
201701,Newham,Theft & Handling,Theft/Taking Of Pedal Cycle,27
201701,Newham,Violence Against The Person,Assault With Injury,151
201701,Newham,Violence Against The Person,Common Assault,218
201701,Newham,Violence Against The Person,Harassment,244
201701,Newham,Violence Against The Person,Offensive Weapon,15
201701,Newham,Violence Against The Person,Other Violence,46
201701,Newham,Violence Against The Person,Wounding/GBH,76
201701,Redbridge,Burglary,Burglary In A Dwelling,240
201701,Redbridge,Burglary,Burglary In Other Buildings,64
201701,Redbridge,Criminal Damage,Criminal Damage To Dwelling,31
201701,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,68
201701,Redbridge,Criminal Damage,Criminal Damage To Other Building,13
201701,Redbridge,Criminal Damage,Other Criminal Damage,38
201701,Redbridge,Drugs,Drug Trafficking,5
201701,Redbridge,Drugs,Possession Of Drugs,59
201701,Redbridge,Fraud & Forgery,Other Fraud & Forgery,2
201701,Redbridge,Other Notifiable Offences,Other Notifiable,33
201701,Redbridge,Robbery,Business Property,5
201701,Redbridge,Robbery,Personal Property,42
201701,Redbridge,Sexual Offences,Other Sexual,26
201701,Redbridge,Sexual Offences,Rape,13
201701,Redbridge,Theft & Handling,Handling Stolen Goods,5
201701,Redbridge,Theft & Handling,Motor Vehicle Interference & Tampering,32
201701,Redbridge,Theft & Handling,Other Theft,214
201701,Redbridge,Theft & Handling,Theft From Motor Vehicle,145
201701,Redbridge,Theft & Handling,Theft From Shops,94
201701,Redbridge,Theft & Handling,Theft Person,41
201701,Redbridge,Theft & Handling,Theft/Taking Of Motor Vehicle,102
201701,Redbridge,Theft & Handling,Theft/Taking Of Pedal Cycle,6
201701,Redbridge,Violence Against The Person,Assault With Injury,101
201701,Redbridge,Violence Against The Person,Common Assault,158
201701,Redbridge,Violence Against The Person,Harassment,140
201701,Redbridge,Violence Against The Person,Offensive Weapon,5
201701,Redbridge,Violence Against The Person,Other Violence,26
201701,Redbridge,Violence Against The Person,Wounding/GBH,45
201701,Richmond upon Thames,Burglary,Burglary In A Dwelling,94
201701,Richmond upon Thames,Burglary,Burglary In Other Buildings,66
201701,Richmond upon Thames,Criminal Damage,Criminal Damage To Dwelling,14
201701,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,50
201701,Richmond upon Thames,Criminal Damage,Criminal Damage To Other Building,12
201701,Richmond upon Thames,Criminal Damage,Other Criminal Damage,35
201701,Richmond upon Thames,Drugs,Possession Of Drugs,27
201701,Richmond upon Thames,Other Notifiable Offences,Other Notifiable,8
201701,Richmond upon Thames,Robbery,Personal Property,12
201701,Richmond upon Thames,Sexual Offences,Other Sexual,23
201701,Richmond upon Thames,Sexual Offences,Rape,4
201701,Richmond upon Thames,Theft & Handling,Handling Stolen Goods,1
201701,Richmond upon Thames,Theft & Handling,Motor Vehicle Interference & Tampering,25
201701,Richmond upon Thames,Theft & Handling,Other Theft,103
201701,Richmond upon Thames,Theft & Handling,Theft From Motor Vehicle,62
201701,Richmond upon Thames,Theft & Handling,Theft From Shops,41
201701,Richmond upon Thames,Theft & Handling,Theft Person,12
201701,Richmond upon Thames,Theft & Handling,Theft/Taking Of Motor Vehicle,52
201701,Richmond upon Thames,Theft & Handling,Theft/Taking Of Pedal Cycle,41
201701,Richmond upon Thames,Violence Against The Person,Assault With Injury,43
201701,Richmond upon Thames,Violence Against The Person,Common Assault,53
201701,Richmond upon Thames,Violence Against The Person,Harassment,108
201701,Richmond upon Thames,Violence Against The Person,Offensive Weapon,3
201701,Richmond upon Thames,Violence Against The Person,Other Violence,6
201701,Richmond upon Thames,Violence Against The Person,Wounding/GBH,23
201701,Southwark,Burglary,Burglary In A Dwelling,149
201701,Southwark,Burglary,Burglary In Other Buildings,142
201701,Southwark,Criminal Damage,Criminal Damage To Dwelling,60
201701,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,74
201701,Southwark,Criminal Damage,Criminal Damage To Other Building,35
201701,Southwark,Criminal Damage,Other Criminal Damage,74
201701,Southwark,Drugs,Drug Trafficking,13
201701,Southwark,Drugs,Other Drugs,3
201701,Southwark,Drugs,Possession Of Drugs,171
201701,Southwark,Fraud & Forgery,Other Fraud & Forgery,5
201701,Southwark,Other Notifiable Offences,Going Equipped,1
201701,Southwark,Other Notifiable Offences,Other Notifiable,36
201701,Southwark,Robbery,Business Property,12
201701,Southwark,Robbery,Personal Property,186
201701,Southwark,Sexual Offences,Other Sexual,51
201701,Southwark,Sexual Offences,Rape,26
201701,Southwark,Theft & Handling,Handling Stolen Goods,2
201701,Southwark,Theft & Handling,Motor Vehicle Interference & Tampering,33
201701,Southwark,Theft & Handling,Other Theft,343
201701,Southwark,Theft & Handling,Theft From Motor Vehicle,114
201701,Southwark,Theft & Handling,Theft From Shops,97
201701,Southwark,Theft & Handling,Theft Person,201
201701,Southwark,Theft & Handling,Theft/Taking Of Motor Vehicle,69
